epoch,loss,val_loss
0,0.00041182887682095367,3.165982590003289e-05
1,2.0015386835674188e-05,1.8770131512654094e-05
2,1.7338704897183398e-05,1.7439095371600635e-05
3,1.6770036264925633e-05,1.6930322429292896e-05
4,1.6314819616291893e-05,1.6542173084687904e-05
5,1.592774208111729e-05,1.613685662003036e-05
6,1.558969056239159e-05,1.5817748803895816e-05
7,1.529369207050072e-05,1.5537321372710813e-05
