epoch,loss,val_loss
0,0.0023543496859062506,0.0007309051833698295
1,0.0006534711838952571,0.0005711125109248314
2,0.0010222185256055212,0.0008637519084793659
3,0.0012442104108338137,0.0014564055899663846
4,0.0011215226614985797,0.0011641681935664597
5,0.0008730107027627452,0.0007940010129516428
6,0.000660890939846328,0.0006104377475504761
7,0.0006032168912643293,0.0005656953558385818
8,0.0005657891272746012,0.0005393383685383851
9,0.0015599217129147992,0.0005286173278061251
10,0.0005402240958493629,0.000523488119111271
11,0.0005588279185715658,0.0005163193723552397
12,0.0005241277212359753,0.0005137391960567414
13,0.0005307844456352173,0.0005160094602759707
14,0.0005218163557164243,0.0005128271841816857
15,0.0005211566514667906,0.00048824625447805583
16,0.0005031849643604686,0.00048633030987715295
17,0.0005054484303440311,0.0004983160048087447
18,0.0004980452566487962,0.00047770168971951135
19,0.0005088802805509209,0.0004853416970594748
20,0.0005056178338937469,0.0004717720655011218
21,0.0005028144678355777,0.0004711641554525717
22,0.0004819662588099359,0.00047093740566117245
23,0.0005093875990734219,0.000468631395878848
24,0.0004978732760734746,0.0004691770249511233
25,0.0004986595034355525,0.00046765903798853527
26,0.00048263575153671267,0.000467644639771376
27,0.0005032626455534845,0.0004709127805196472
28,0.0005028978256479392,0.00046988303941680135
29,0.0004929926662658738,0.00046660409440420485
30,0.0004980462147889951,0.00046588033653873856
31,0.00048554818958147615,0.00046627269150033757
32,0.0004837915938547364,0.0004640040394942683
33,0.000482467889574868,0.00046564435431595177
34,0.0004786974898232199,0.00046583504722540295
35,0.0005137323759559888,0.00046610410394775395
36,0.0004984132654889076,0.000465848413519876
37,0.0004963153124171391,0.0004646539167576276
38,0.0004885917724595268,0.00046385711100213644
39,0.0004947768635413987,0.0004640978762012132
40,0.00048116773606726124,0.0004656238617487816
41,0.0004988487662183694,0.00045994873573559713
42,0.0005001909135078119,0.00046680184311314314
43,0.0004738288981724336,0.00046348029225194676
44,0.000484641611159149,0.000465500280565361
45,0.000481063151329285,0.00046429682713744274
46,0.000493677185665628,0.00046328703702973144
47,0.0004799721312583274,0.00046545899531507935
48,0.0004920647354748302,0.00046489753960354146
49,0.0004937310327262892,0.0004665762894106083
50,0.0005036563850396184,0.0004618184320833212
51,0.00048360524805324175,0.0004624835316165573
52,0.0004885993272443405,0.000465958154596881
53,0.00048608182517892554,0.000461462164944507
54,0.0004899328795408931,0.00045768273456903364
55,0.0004928087556855887,0.0004602690640243505
56,0.0004970355546675999,0.0004623262657196807
57,0.0004809225583211155,0.0004597209213623677
58,0.000491246867691579,0.000463346911290493
59,0.0005116820131028904,0.0004575787143588969
60,0.0004964222589473662,0.0004612852078560428
61,0.0005006226924667128,0.00045991854369658436
62,0.0004912974490897449,0.00045889613704163
63,0.0004902238074010422,0.0004591879712842415
64,0.0004920496483325588,0.0004584845496086734
65,0.00048532587142829654,0.00045773899286680083
66,0.00048138542997516,0.00046035782702192647
67,0.00047721205060602525,0.0004603613228164541
68,0.0005218558314037981,0.00046127074107615997
69,0.0005098577224036489,0.0004591396947953489
70,0.0004777010358400554,0.0004606845812261782
71,0.0005009795789462402,0.0004579722650476114
72,0.0005246760856152447,0.0004607715090602176
73,0.00048363018854990635,0.00046319600163853515
74,0.00048784849661371725,0.00045863333813457954
75,0.0004905376059948434,0.00045971703511641255
76,0.0004919036445650216,0.00046118176752941244
77,0.0004995360884947915,0.00045744212659507786
78,0.00048444815727193333,0.00045694869618383914
79,0.0004980410481391045,0.00045624576837466883
80,0.00047997268939557096,0.0004574857497155329
81,0.0004966186410283508,0.0004562685033329089
82,0.0005011851891338147,0.00045839735929188415
83,0.0004960721829882356,0.0004577671964737847
84,0.0005028386061707721,0.0004627629051691836
85,0.0004934685078097555,0.0004560437621071263
86,0.0004925611454616473,0.0004553294318478904
87,0.0004821574145883062,0.00045735267024918824
88,0.0005063194544181086,0.0004569968717334805
89,0.0005156546529307883,0.00045650425551730143
90,0.000528169671279402,0.0004549920573286353
91,0.0005018755051474761,0.0004571899293842665
92,0.0004798396057048515,0.00045692484398669286
93,0.0005025187613588666,0.00045396378057408165
94,0.0005127490812221386,0.00045715939909871616
95,0.0004937911808547135,0.0004558015117818042
96,0.0005195376043919708,0.00045352596984942877
97,0.000540139637869456,0.00045740924326850905
98,0.0004820546639551538,0.00046137081215255415
99,0.0004767140133914971,0.00045650145482330873
100,0.0006317696656624703,0.00045609763174291187
101,0.0004953898306415645,0.0004578212591252243
102,0.00048674169490061606,0.00045606024919816085
103,0.00048395390063646766,0.0004588538665568811
104,0.0004765637379768476,0.00045969592939614076
105,0.0005018271182645752,0.00045823315081162534
106,0.00048568651254303914,0.0004543692421396533
107,0.0004953658955636609,0.0004567159214530015
108,0.000497555387486175,0.0004555037788953433
109,0.0004828881151981059,0.00045346887489425546
110,0.00047886204313452697,0.00045662763489004763
111,0.0004969504030235904,0.0004584281776426152
112,0.0004909536706518276,0.00045417165665860706
113,0.0004919135906259341,0.0004521066899776566
114,0.0005095993896206789,0.00045464835253125065
115,0.0004826213139411964,0.000456448277258411
116,0.00048066007300736745,0.0004566203052579386
117,0.000505578115753658,0.0004564183503700463
118,0.0004966597978503893,0.0004536784260119005
119,0.0004941332779845542,0.00045707308818222796
120,0.000497578367531246,0.00045660956372313563
121,0.0005208333162250688,0.00045489916590551213
122,0.000477948280712321,0.00045580205263034203
123,0.0004931775612830743,0.0004510297722043533
124,0.0004832015694362946,0.0004549306743940352
125,0.0005315486161801858,0.00045312518453291333
126,0.00048466846967452974,0.0004541138349611737
127,0.000495540084586934,0.0004565947590358548
128,0.0005226130777862969,0.00045364102097088894
129,0.0005030009724833125,0.0004536753393666973
130,0.00048196246006039587,0.00045017302468801444
131,0.0004906202454549529,0.0004562089297759306
132,0.0004736055978729668,0.00044986634576225796
133,0.000510718317559582,0.0004538030664413548
134,0.0005043041623902556,0.00044946445561934586
135,0.0005109360371664913,0.00045529738107513853
136,0.0005121461634870166,0.0004507614047719453
137,0.0004854469167963103,0.0004520579334479574
138,0.0004912771298635448,0.00045305612658643016
139,0.0004898474166450528,0.00045279008211335757
140,0.0005148761418654283,0.0004504405304232088
141,0.0004860594342426061,0.0004537139990207645
