epoch,loss,val_loss
0,0.0004963700521944172,0.00044419721234589815
1,0.00019882457534730596,0.00018713672761805356
2,0.0001671334770197293,0.0001331928069703281
3,0.00014706261686294665,0.0001599257520865649
4,0.0001334827564203506,0.00013900746125727892
5,0.00012361447383537754,0.00012689628056250513
6,0.00011613206684038957,0.00011956578237004578
7,0.00011102437583669721,0.00013840020983479917
8,0.00010746485053197689,8.372852607863024e-05
9,0.00010431514537398187,0.00010135716001968831
10,0.00010199804311381987,6.022900925017893e-05
11,9.971591373481698e-05,6.532239058287814e-05
12,9.822675275206068e-05,0.00011508617899380624
13,9.648440103583463e-05,0.0001276644761674106
14,9.496230622832619e-05,7.657092646695673e-05
15,9.382486771006652e-05,6.890665099490434e-05
16,9.258267229560817e-05,8.645514753879979e-05
17,9.166025643206418e-05,0.00011515060032252222
18,9.049871980830873e-05,7.740940782241523e-05
19,8.983256566124624e-05,8.904520655050874e-05
20,8.90895589395512e-05,9.140209294855595e-05
21,8.83059151336727e-05,9.61276818998158e-05
22,8.748744071604802e-05,0.00012778575182892382
23,8.6862721969204e-05,0.00013473277795128524
24,8.620071582856715e-05,0.00013906671665608883
25,8.566761283482e-05,8.367060945602134e-05
26,8.498154628283832e-05,8.421210804954171e-05
27,8.44385035346755e-05,9.683964890427887e-05
28,8.40773016863697e-05,9.15754062589258e-05
29,8.352658885527736e-05,0.00010714575182646513
30,8.310086568625354e-05,5.834385228808969e-05
31,8.253553017139779e-05,6.87671490595676e-05
32,8.224416522267364e-05,9.363814751850441e-05
33,8.194706923929066e-05,5.484343273565173e-05
34,8.139411087263177e-05,7.457185711245984e-05
35,8.101397796541914e-05,0.00012023735325783491
36,8.071686925334874e-05,0.00010657889652065933
37,8.043169162520976e-05,9.678977221483365e-05
38,7.999989365343935e-05,6.935225246706977e-05
39,7.963227150555999e-05,7.531409210059792e-05
40,7.944893928621082e-05,7.96966123743914e-05
41,7.913462480906514e-05,8.902973786462098e-05
42,7.872250235562656e-05,6.983050116105005e-05
43,7.860444067209932e-05,6.548815872520208e-05
44,7.832061995958991e-05,7.945992547320202e-05
45,7.80178176603072e-05,7.388488302240148e-05
46,7.768283576554239e-05,0.00011114327207906172
47,7.75220207821406e-05,7.966262637637556e-05
48,7.7220169657127e-05,6.408471381291747e-05
